frame,Oxygen Sensor-Bank1/Sensor1,Air Flow Rate from Mass Air Flow Sensor,Engine Coolant Temperature Sensor,Oil Temperature Sensor,Intake Air Temperature Sensor,Throttle Position,Adapted Throttle Position,Battery voltage,Cranking Signal,Closed Throttle Position,Part Load Status,Vehicle Speed,Engine Speed,Target Idle Speed,Transaxle Range Switch,A/C Switch,A/C Pressure Switch,A/C Relay,Oxygen Sensor-Bank1/Sensor2,Cylinder Injection Time-Bank1,Fuel System Status,Long Term Fuel Trim-Idle Load,Long Term Fuel Trim-Part Load,Oxygen Sensor Heater Duty-Bank1/Sensor1,Oxygen Sensor Heater Duty-Bank1/Sensor2,Idle speed control actuator,EVAP Purge valve,Ignition dwell time,Camshaft Actual Position,Camshaft position target,CVVT Status,CVVT Actuation Status,CVVT Duty Control Status,CVVT Valve Duty,Ignition Timing Advance for 1 Cylinder
1913,189494.58,472.5,78.75,68,-48.0,14.06,0.08,14.02,1,0,0,0,166,141,0,0,1,2,189494.58,113.06,0,210.94,0.02,50.0,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
1914,208318.55,1488.47,78.75,68,-48.0,13.12,0.08,14.02,0,2,4,0,169,141,0,0,1,2,208318.55,113.06,0,228.35,0.02,50.0,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
1915,208318.55,456.56,78.75,68,-48.0,16.4,0.09,13.92,1,0,4,0,174,145,0,0,1,2,208318.55,113.06,0,235.52,0.02,50.0,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
1916,209573.48,1768.59,78.75,68,-48.0,16.87,0.1,13.92,0,2,4,0,174,155,0,0,1,2,209573.48,114.09,0,233.47,0.02,50.0,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
1917,208318.55,544.59,78.75,68,-48.0,17.34,0.1,14.12,0,2,4,0,167,163,0,0,1,2,208318.55,114.09,0,201.73,0.02,50.0,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
1918,205808.68,1632.59,78.75,68,-48.0,16.4,0.1,14.02,1,0,0,0,148,164,0,0,0,2,205808.68,114.09,0,180.22,0.02,50.0,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
1919,204553.75,248.59,78.75,68,-48.0,16.4,0.09,13.82,0,2,0,0,69,163,0,0,1,0,204553.75,114.09,0,164.86,0.02,50.0,0.0,2.3,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
1920,204553.75,872.59,78.75,68,-48.0,16.4,0.1,13.92,0,2,0,0,33,162,0,0,1,0,204553.75,114.09,0,145.41,0.02,50.0,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
1921,204553.75,1168.59,78.75,68,-48.0,16.87,0.09,14.02,1,2,0,0,20,160,0,0,1,0,204553.75,115.11,0,142.34,0.02,50.0,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
1922,208318.55,1240.59,78.75,68,-48.0,16.87,0.1,14.12,1,2,0,0,18,159,0,0,1,2,208318.55,115.11,0,144.38,0.02,50.0,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
1923,208318.55,632.56,78.75,68,-48.0,15.46,0.09,13.92,0,0,0,0,19,157,0,0,1,2,208318.55,115.11,0,151.55,0.02,50.0,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
1924,209573.48,112.56,78.75,68,-48.0,17.34,0.1,13.92,1,0,0,0,21,156,0,0,1,2,209573.48,115.11,0,156.67,0.02,50.0,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
1925,209573.48,2016.56,78.75,68,-48.0,16.4,0.1,14.02,1,0,4,0,26,154,0,0,1,2,209573.48,116.13,0,164.86,0.02,50.0,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
1926,208318.55,1944.56,78.75,68,-48.0,16.4,0.09,14.12,1,0,0,0,66,153,0,0,1,2,208318.55,116.13,0,172.03,0.02,50.0,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
1927,209573.48,1888.56,78.75,68,-48.0,16.4,0.09,13.92,0,0,0,0,133,152,0,0,1,2,209573.48,116.13,0,177.15,0.02,50.0,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
1928,209573.48,1920.56,78.75,68,-48.0,16.4,0.1,13.92,1,0,0,0,161,151,0,0,1,2,209573.48,116.13,0,183.3,0.02,50.0,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
1929,209573.48,1904.56,78.75,68,-48.0,16.4,0.1,14.12,1,2,0,0,168,150,0,0,1,2,209573.48,116.13,0,187.39,22.72,47.66,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
1930,208318.55,1624.59,78.75,68,-48.0,17.81,0.1,14.12,0,2,0,0,167,150,0,0,1,2,208318.55,117.16,0,192.51,22.72,47.66,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
1931,195769.24,121.12,78.75,68,-48.0,33.27,0.2,13.92,1,0,0,0,161,150,0,0,0,2,195769.24,117.16,0,182.27,22.73,47.66,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.3
1932,175690.34,913.78,78.75,68,-48.0,49.21,0.43,14.02,0,0,4,0,155,153,0,0,0,2,175690.34,117.15,0,151.55,22.84,47.66,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.95
1933,150591.72,1961.25,78.75,68,-48.0,49.21,0.44,14.12,1,0,0,0,27,137,0,0,0,0,150591.72,117.15,0,126.98,23.09,47.66,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.95
1934,144317.07,1768.34,78.75,68,-48.0,21.56,0.13,14.12,1,0,4,0,20,135,0,0,1,0,144317.07,116.13,0,149.5,23.0,47.66,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
1935,200788.96,672.56,78.75,68,-48.0,24.84,0.15,13.92,0,0,0,0,82,139,0,0,0,0,200788.96,116.13,0,221.18,60.73,44.14,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
1936,200788.96,808.56,78.75,68,-48.0,22.49,0.13,14.12,1,0,4,0,12,131,0,0,0,0,200788.96,116.13,0,254.98,60.71,44.14,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
1937,222122.79,536.44,78.75,68,-48.0,19.21,0.11,14.12,1,2,4,0,10,36,0,0,0,0,222122.79,116.13,0,252.93,60.71,44.14,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
1938,217103.06,1048.53,78.75,68,-48.0,20.15,0.11,13.92,0,0,0,0,10,15,0,0,0,2,217103.06,115.11,0,259.07,60.7,44.14,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
1939,215848.13,1648.5,78.75,68,-48.0,18.28,0.11,14.12,0,0,4,0,10,13,0,0,0,2,215848.13,115.11,0,256.0,60.7,44.14,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
1940,217103.06,1184.47,78.75,68,-48.0,17.34,0.1,14.12,1,2,0,0,13,12,0,0,0,2,217103.06,115.11,0,256.0,60.7,44.14,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
1941,217103.06,400.47,78.75,68,-48.0,16.87,0.1,14.02,1,2,0,0,70,14,0,0,0,2,217103.06,115.11,0,253.95,60.69,44.14,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
1942,215848.13,304.5,78.75,68,-48.0,16.4,0.1,13.92,0,0,0,0,129,16,0,0,0,2,215848.13,115.11,0,253.95,60.69,44.14,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
1943,215848.13,416.5,78.75,68,-48.0,16.4,0.1,14.12,1,2,0,0,169,18,0,0,0,2,215848.13,114.09,0,252.93,60.69,44.14,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
1944,217103.06,448.5,78.75,68,-48.0,16.87,0.1,14.02,1,2,4,0,175,20,0,0,0,2,217103.06,114.09,0,251.9,60.69,44.14,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
1945,215848.13,688.5,78.75,68,-48.0,16.87,0.1,13.92,0,0,0,0,174,22,0,0,0,2,215848.13,114.09,0,251.9,60.69,44.14,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
1946,214593.2,776.5,78.75,68,-48.0,16.87,0.1,13.82,1,2,0,0,173,24,0,0,1,0,214593.2,114.09,0,249.86,60.69,44.14,0.0,2.3,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
1947,213338.27,1152.53,78.75,68,-48.0,16.87,0.1,14.02,1,0,0,0,172,28,0,0,1,0,213338.27,115.11,0,234.5,60.69,44.14,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
1948,210828.41,640.56,78.75,68,-48.0,16.87,0.1,13.82,1,2,4,0,170,37,0,0,0,0,210828.41,115.11,0,224.26,60.69,44.14,0.0,2.3,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
1949,207063.61,1712.59,78.75,68,-48.0,16.4,0.1,13.82,1,2,4,0,169,58,0,0,0,2,207063.61,115.11,0,209.92,60.69,44.14,0.0,2.3,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
1950,203298.82,785.19,78.75,68,-48.0,31.87,0.19,14.02,0,2,4,0,169,81,0,0,1,0,203298.82,115.11,0,206.85,60.69,44.14,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.3
1951,189494.58,1065.56,78.75,68,-48.0,43.11,0.34,14.12,1,2,4,0,166,108,0,0,1,2,189494.58,115.11,0,166.91,60.72,44.14,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.95
1952,164395.96,673.84,78.75,68,-48.0,56.7,0.59,13.92,1,2,4,0,166,142,0,0,1,0,164395.96,114.09,0,132.1,61.04,44.14,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.28
1953,160601.87,1481.66,78.75,68,-48.0,58.11,0.65,13.82,0,0,0,0,16,59,0,0,0,0,161886.1,114.09,0,132.1,61.06,44.14,0.0,2.3,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.28
1954,159346.94,1697.81,78.75,68,-48.0,63.73,0.76,14.12,0,2,0,0,8,1,0,0,1,2,160631.17,114.08,0,154.62,61.06,44.14,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.6
1955,171881.6,505.94,78.75,68,-48.0,67.48,0.92,14.02,1,2,0,0,6,2,0,0,0,0,170655.97,114.08,0,175.1,61.06,44.14,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.6
1956,169371.74,793.91,78.75,68,-48.0,69.36,0.98,13.82,0,2,0,0,7,2,0,0,1,2,168160.75,113.06,0,192.51,61.06,44.14,0.0,2.3,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.6
1957,165606.95,1689.94,78.75,68,-48.0,71.7,1.04,13.82,1,2,0,0,7,3,0,0,0,2,164395.96,113.06,0,211.97,61.06,44.14,0.0,2.3,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.6
1958,160577.45,889.81,78.75,68,-48.0,71.23,1.04,14.02,0,0,4,0,9,5,0,0,1,2,150621.02,113.06,0,224.26,61.06,44.14,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.6
1959,150538.01,1329.56,78.75,68,-48.0,67.95,0.94,14.02,1,2,4,0,19,10,0,0,1,2,134331.33,113.06,0,231.42,61.06,44.14,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.28
1960,128002.96,1257.47,78.75,68,-48.0,67.95,0.93,13.92,0,2,0,0,142,29,0,0,1,2,128002.96,112.03,0,239.62,61.06,44.14,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.28
1961,128002.96,841.47,78.75,68,-48.0,68.89,0.95,14.02,0,2,4,0,168,73,0,0,1,2,128002.96,112.03,0,242.69,61.06,44.14,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.95
1962,135532.55,393.59,78.75,68,-48.0,67.95,0.92,14.02,0,2,4,0,172,104,0,0,0,2,135532.55,112.03,0,227.33,61.06,44.14,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.28
1963,146817.16,1833.28,78.75,68,-48.0,58.11,0.64,13.92,0,0,4,0,158,30,0,0,1,0,149317.26,112.03,0,203.78,61.06,44.14,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.95
1964,140552.27,1289.22,78.75,68,-48.0,53.42,0.54,13.92,1,0,0,0,173,119,0,0,0,0,140552.27,112.03,0,222.21,61.01,44.14,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.62
1965,151846.65,209.84,78.75,68,-48.0,65.14,0.85,14.02,1,2,4,0,128,147,0,0,0,0,151880.83,111.0,0,220.16,61.06,44.14,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.6
1966,159346.94,1289.69,78.75,68,-48.0,65.61,0.84,14.02,0,2,4,0,152,154,0,0,1,0,161886.1,111.0,0,209.92,61.06,44.14,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.28
1967,159346.94,193.69,78.75,68,-48.0,66.08,0.84,13.92,0,0,4,0,18,131,0,0,1,0,161886.1,111.0,0,214.02,61.06,44.14,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.28
1968,159346.94,329.72,78.75,68,-48.0,66.55,0.87,13.92,1,0,0,0,15,30,0,0,1,0,161886.1,111.0,0,218.11,61.06,44.14,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.28
1969,143052.37,753.06,78.75,68,-48.0,53.89,0.55,14.02,1,2,0,0,129,39,0,0,1,0,145552.46,109.98,0,225.28,61.06,44.14,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.62
1970,136787.48,337.06,78.75,68,-48.0,52.49,0.52,14.12,0,2,4,0,174,165,0,0,0,2,136787.48,109.98,0,239.62,60.99,44.14,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.3
1971,149327.02,249.84,78.75,68,-48.0,67.01,0.88,13.82,0,2,0,0,167,166,0,0,0,2,151827.12,109.97,0,229.38,52.06,46.48,0.0,2.3,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.28
1972,171886.48,130.06,78.75,67,-48.0,70.29,1.0,13.82,0,0,0,0,87,138,0,0,1,2,171915.78,109.97,0,180.22,52.06,46.48,0.0,2.3,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.92
1973,174396.35,786.06,78.75,67,-48.0,71.23,1.03,14.02,1,0,0,0,168,153,0,0,0,0,174425.64,109.97,0,160.77,52.06,46.48,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.92
1974,174396.35,1866.09,78.75,68,-48.0,71.7,1.05,14.12,0,2,0,0,162,103,0,0,0,0,174425.64,108.95,0,162.82,52.06,46.48,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.92
1975,174396.35,1322.12,78.75,68,-48.0,71.7,1.08,13.92,0,0,0,0,29,29,0,0,0,0,174425.64,108.95,0,166.91,52.06,46.48,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.92
1976,193210.54,186.47,78.75,68,-48.0,76.85,1.29,13.82,0,2,4,0,13,18,0,0,0,0,189479.93,108.94,0,165.89,52.06,46.48,0.0,2.3,0.0,0.0,60.0,60.0,0,0,0,0.0,-75.25
1977,189450.63,2.44,78.75,68,-48.0,79.2,1.35,14.02,0,0,4,0,90,29,0,0,1,2,196950.92,108.94,0,161.79,52.06,46.48,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-75.58
1978,185685.84,66.47,78.75,68,-48.0,80.6,1.44,14.02,0,2,0,0,122,132,0,0,0,2,193186.13,107.92,0,195.58,52.06,46.48,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-75.58
1979,170670.62,1010.44,78.75,67,-48.0,82.95,1.54,14.02,0,2,4,0,158,26,0,0,0,0,175670.81,107.92,0,218.11,52.06,46.48,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-75.58
1980,169415.68,1826.44,78.75,67,-48.0,83.88,1.63,13.82,1,2,4,0,154,37,0,0,1,2,185666.31,107.92,0,219.14,52.06,46.48,0.0,2.3,0.0,0.0,60.0,60.0,0,0,0,0.0,-75.58
1981,165650.89,1386.44,78.75,67,-48.0,83.88,1.66,14.02,1,0,0,0,14,132,0,0,0,2,180651.47,107.92,0,225.28,52.06,46.48,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-75.25
1982,160631.17,306.41,78.75,67,-48.0,84.35,1.7,13.82,1,0,4,0,83,27,0,0,0,0,170631.55,106.89,0,227.33,52.06,46.48,0.0,2.3,0.0,0.0,60.0,60.0,0,0,0,0.0,-75.58
1983,163141.03,82.47,78.0,66,-48.0,85.29,1.78,13.92,0,0,0,0,146,108,0,0,1,0,173141.41,106.89,0,228.35,52.06,46.48,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-75.58
1984,165650.89,1154.47,78.0,66,-48.0,86.23,1.83,14.02,0,0,0,0,36,21,0,0,0,2,175651.28,106.89,0,231.42,52.06,46.48,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-75.58
1985,170670.62,626.5,78.0,66,-48.0,87.16,1.91,14.02,0,2,4,0,64,56,0,0,1,2,180671.0,106.89,0,232.45,52.06,46.48,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-75.58
1986,171925.55,250.5,78.0,66,-48.0,88.1,1.95,13.82,0,2,4,0,157,51,0,0,1,0,181925.93,106.89,0,233.47,52.06,46.48,0.0,2.3,0.0,0.0,60.0,60.0,0,0,0,0.0,-75.9
1987,175690.34,794.59,78.0,66,-48.0,89.51,2.1,13.92,1,0,4,0,180,157,0,0,0,0,175690.34,105.86,0,234.5,51.67,46.48,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-76.55
1988,176945.27,2010.47,78.0,66,-48.0,88.57,2.03,14.02,1,2,0,0,182,177,0,0,1,0,188195.7,105.86,0,236.54,51.67,46.48,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-76.22
1989,158121.31,1505.91,78.0,66,-48.0,82.48,1.57,14.02,0,0,4,0,172,174,0,0,1,2,158121.31,105.86,0,241.66,51.67,46.48,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.92
1990,141807.2,1513.69,78.0,66,-48.0,78.26,1.37,13.92,1,0,0,0,178,174,0,0,0,0,141807.2,105.86,0,246.78,51.67,46.48,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.28
1991,131767.76,585.75,78.0,66,-48.0,76.39,1.25,14.02,0,2,4,0,178,176,0,0,0,0,131767.76,104.84,0,240.64,51.67,46.48,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.28
1992,141807.2,241.84,78.0,66,-48.0,74.51,1.17,14.02,1,0,4,0,169,172,0,0,0,0,141807.2,104.84,0,232.45,51.67,46.48,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.6
1993,156822.43,1105.88,78.0,66,-48.0,73.11,1.12,14.02,1,2,0,0,164,167,0,0,0,2,149366.09,104.84,0,229.38,51.67,46.48,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.6
1994,154312.57,1041.84,78.0,66,-48.0,72.64,1.12,13.82,0,0,0,0,152,154,0,0,1,0,146856.23,104.83,0,230.4,51.67,46.48,0.0,2.3,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.28
1995,161842.15,698.19,78.0,66,-48.0,78.26,1.33,14.12,1,0,0,0,26,82,0,0,0,0,154385.81,104.83,0,228.35,51.67,46.48,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.92
1996,175646.39,1090.19,78.0,66,-48.0,76.39,1.23,14.02,0,0,0,0,17,21,0,0,0,0,173146.3,103.81,0,193.54,51.67,46.48,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.92
1997,178156.26,706.19,78.0,66,-48.0,74.51,1.18,14.02,0,2,4,0,13,24,0,0,0,0,174406.11,103.81,0,188.42,51.67,46.48,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.92
1998,178156.26,170.16,78.0,66,-48.0,74.51,1.18,13.92,1,2,4,0,13,49,0,0,0,0,174406.11,103.8,0,189.44,51.67,46.48,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.92
1999,178156.26,1666.16,78.0,66,-48.0,74.98,1.18,14.02,0,0,0,0,19,28,0,0,0,0,174406.11,103.8,0,190.46,51.67,46.48,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.92
2000,176896.44,1842.16,78.0,66,-48.0,74.98,1.19,14.02,1,2,0,0,129,25,0,0,0,0,173151.18,102.78,0,191.49,51.67,46.48,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-75.25
2001,175646.39,1458.19,78.0,66,-48.0,75.92,1.21,13.92,0,0,4,0,163,72,0,0,1,2,171896.25,102.78,0,192.51,51.69,46.48,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.92
2002,176901.32,386.22,78.0,66,-48.0,76.39,1.22,14.02,1,0,0,0,162,80,0,0,0,0,173151.18,102.78,0,193.54,51.72,46.48,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.92
2003,178156.26,74.25,78.0,66,-48.0,76.85,1.26,14.12,1,2,0,0,33,41,0,0,0,0,185656.54,102.78,0,193.54,51.74,46.48,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-75.25
2004,176901.32,130.28,78.0,66,-48.0,77.79,1.29,13.92,1,0,0,0,89,118,0,0,0,0,185651.66,101.75,0,192.51,51.78,46.48,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-75.25
2005,175646.39,386.28,78.0,66,-48.0,77.32,1.3,13.92,1,0,4,0,161,61,0,0,1,2,183146.68,101.75,0,194.56,51.81,46.48,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-75.25
2006,180666.12,970.44,78.0,66,-48.0,79.67,1.4,14.12,0,0,4,0,163,47,0,0,1,0,188166.4,101.75,0,194.56,51.84,46.48,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-75.58
2007,190661.62,98.41,78.0,66,-48.0,79.67,1.4,14.02,0,2,4,0,149,160,0,0,1,0,186911.47,101.75,0,193.54,51.84,46.48,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-75.25
2008,179367.24,730.09,78.0,66,-48.0,74.98,1.2,14.12,1,0,4,0,102,154,0,0,1,0,176867.14,101.75,0,199.68,51.81,46.48,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.92
2009,181877.1,1426.12,78.0,65,-48.0,75.45,1.2,13.92,0,2,4,0,160,121,0,0,1,0,178126.96,100.72,0,204.8,51.78,46.48,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.92
2010,168107.04,1921.97,78.0,65,-48.0,73.11,1.11,14.02,1,0,0,0,165,127,0,0,0,2,164400.84,100.72,0,206.85,51.76,46.48,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.6
2011,168107.04,1978.0,78.0,65,-48.0,72.64,1.1,14.12,1,2,4,0,92,166,0,0,0,2,164400.84,100.72,0,210.94,51.76,46.48,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.6
2012,148057.44,601.5,78.0,65,-48.0,63.73,0.79,14.12,0,0,0,0,168,171,0,0,0,0,144317.07,100.72,0,221.18,51.71,46.48,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.95
2013,145562.23,1025.5,78.0,65,-48.0,63.73,0.78,13.92,0,2,4,0,167,168,0,0,1,0,148062.33,99.7,0,227.33,51.69,46.48,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.95
2014,148072.09,201.53,78.0,65,-48.0,62.8,0.77,14.02,1,2,0,0,163,160,0,0,0,2,150572.19,99.7,0,235.52,51.69,46.48,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.95
2015,149327.02,1137.56,78.0,65,-48.0,62.8,0.75,14.02,1,2,0,0,134,144,0,0,0,2,151827.12,99.7,0,244.74,51.69,46.48,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.95
2016,149327.02,1633.56,78.0,66,-48.0,62.33,0.76,13.92,1,2,4,0,19,141,0,0,0,2,151827.12,99.69,0,246.78,51.69,46.48,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.95
2017,153096.7,705.81,78.0,66,-48.0,66.08,0.88,13.92,1,0,0,0,17,151,0,0,0,0,155596.8,99.69,0,244.74,51.71,46.48,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.28
2018,165616.71,217.88,78.75,66,-48.0,68.89,0.93,14.12,1,2,4,0,27,115,0,0,1,0,166896.06,98.67,0,243.71,51.73,46.48,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.6
2019,165616.71,225.88,78.75,66,-48.0,68.89,0.92,14.12,0,2,4,0,162,59,0,0,1,0,166896.06,98.67,0,246.78,51.73,46.48,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.6
2020,166915.59,1345.91,78.75,66,-48.0,68.42,0.92,13.92,0,2,0,0,167,95,0,0,0,2,168150.99,98.66,0,249.86,51.72,46.48,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.6
2021,168170.52,1665.91,78.75,66,-48.0,67.95,0.92,14.02,0,0,0,0,152,153,0,0,0,2,169405.92,98.66,0,254.98,51.72,46.48,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.6
2022,166920.47,217.94,78.75,66,-48.0,67.48,0.91,14.02,1,0,4,0,22,108,0,0,0,2,168150.99,97.64,0,259.07,51.73,46.48,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.6
2023,179420.95,681.94,78.75,66,-48.0,67.48,0.92,14.12,1,0,0,0,106,48,0,0,0,2,169405.92,97.64,0,260.1,51.73,46.48,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.6
2024,179420.95,1825.94,78.75,66,-48.0,67.01,0.92,13.92,0,2,0,0,161,88,0,0,0,2,169405.92,97.64,0,260.1,51.73,46.48,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.6
2025,180675.88,1953.97,78.75,66,-48.0,68.42,0.95,14.12,0,0,0,0,160,142,0,0,1,2,181911.28,97.64,0,261.12,51.74,46.48,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.6
2026,180675.88,978.0,78.75,66,-48.0,68.42,0.96,14.12,1,2,4,0,102,77,0,0,1,2,181911.28,97.64,0,261.12,51.74,46.48,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.6
2027,179420.95,842.0,78.75,66,-48.0,69.36,0.95,13.92,0,0,0,0,21,65,0,0,0,2,180656.35,96.61,0,261.12,51.74,46.48,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.6
